start,end,text
0.0,2.0,窓閉めます
11.0,13.0,どうもーうんこちゃんでーす
13.0,15.0,よろしくお願いしまーす
15.0,16.0,まあねー
16.0,17.0,なんていうのかなー
17.0,19.0,まあちょっと私今
19.0,20.0,会社の方でね
20.0,21.0,あのお昼休み
21.0,22.0,なんで
22.0,23.0,まあお昼休みね
23.0,24.0,1時間半もらったんで
24.0,26.0,まあニコ生やろうかなと
26.0,27.0,まあねーなかなかねー
27.0,28.0,そのー
28.0,29.0,お昼にねー
29.0,31.0,こうやって放課後する機会もないんで
31.0,32.0,まあもちろん
32.0,33.0,今私
33.0,34.0,お昼休みですよ
34.0,35.0,ほんとにこれね
35.0,36.0,ネタとかじゃなくて
36.0,37.0,お昼休み
37.0,38.0,撮らせていただいておりますので
38.0,39.0,ぜひね
39.0,40.0,この30分
40.0,41.0,今までの
41.0,42.0,そのじ
42.0,43.0,ね
43.0,44.0,数々の枠を撮ってきましたけど
44.0,45.0,その中でも
45.0,46.0,一番有意義に
46.0,47.0,そのー
47.0,48.0,ね
48.0,49.0,過ごせなければいけない
49.0,50.0,30分だと私
50.0,51.0,思っておりますので
51.0,52.0,ぜひ皆さんもね
52.0,53.0,こぞって参加していただければ
53.0,54.0,あはいタクシーです
54.0,55.0,バレました?
55.0,56.0,タクシーで帰ってきて
56.0,57.0,ちょっとね
57.0,58.0,忘れ物を取りに
58.0,59.0,帰ってきたんですけど
59.0,60.0,まあ一枠やっていこうかなと
60.0,61.0,えー
61.0,62.0,一枠やっていこうかなと
62.0,63.0,そういうの思いましたので
63.0,64.0,皆さんにもね
64.0,65.0,そのー
65.0,66.0,私のなんていうのかな
66.0,67.0,幸せを押すわけじゃありませんけど
67.0,68.0,まあちょっとね
68.0,69.0,やっていこうかなと思っても
69.0,70.0,わかって
70.0,71.0,思っております
71.0,72.0,うんこちゃんです
72.0,73.0,よろしくお願いします
73.0,74.0,まあそうなんだよね
74.0,75.0,そのー
75.0,76.0,うんこちゃん
76.0,77.0,ほんとに仕事やってんのか?
77.0,78.0,みたいなさ
78.0,79.0,そういうのね
79.0,80.0,今聞かれたんですけど
80.0,81.0,ほんとに私ね
81.0,82.0,ガッチガチの仕事しますよ
82.0,83.0,だから
83.0,84.0,なんかよく言うじゃん
84.0,85.0,他の人なんかニートどもがさ
85.0,86.0,なんかさ
86.0,87.0,よく
88.0,89.0,ニート多いじゃん
89.0,90.0,だからそれに
90.0,91.0,俺も合わせてね
91.0,92.0,ほんとに
92.0,93.0,ガッチガチの仕事してんのに
93.0,94.0,なんとかお金の力とかね
94.0,95.0,そういう
95.0,96.0,自分の体に
96.0,97.0,鞭打って
97.0,98.0,頑張ってるわけですよ
98.0,99.0,ほんとに
99.0,100.0,なので
100.0,101.0,ちょっとね
101.0,102.0,その辺のね
102.0,103.0,人たちと一緒されちゃうと
103.0,104.0,私自身も困ってるんですよね
104.0,105.0,今何連勤中?
105.0,106.0,今ね
106.0,107.0,3連勤中
107.0,108.0,普通にね
108.0,109.0,3連勤ってもうすでにね
109.0,110.0,連勤のうちに入らないんだけどさ
110.0,111.0,3日間ね
111.0,112.0,頑張って仕事してます
112.0,113.0,なのでね
113.0,114.0,ちょっとまあその辺はね
114.0,115.0,皆さんが
115.0,116.0,ぜひね
116.0,117.0,勘違いをしないでいただきたいなと
117.0,118.0,私思っておりますので
118.0,119.0,ぜひね
119.0,120.0,えー
120.0,121.0,この放送30分間
121.0,122.0,もうすでに食らってますけど
122.0,123.0,もう
123.0,124.0,すでになんというか
124.0,125.0,なんとなく
125.0,126.0,こいつ吐くとったなと
126.0,127.0,そういうのがね
127.0,128.0,視聴者にバレつつありますが
128.0,129.0,そういったね
129.0,130.0,えー
130.0,131.0,社会のね
131.0,132.0,あー
132.0,133.0,嫌な感じに負けずにね
133.0,134.0,今日も頑張っていこうかなと
134.0,135.0,思っております
135.0,136.0,よろしくお願いします
137.0,138.0,それではハズレ枠ですよ
138.0,139.0,なんかね
139.0,140.0,ほんとにねやることも
140.0,141.0,目的も
141.0,142.0,目的もさ
142.0,143.0,何にもないんだけど
143.0,144.0,とりあえずなんかね
144.0,145.0,雑談してから
145.0,146.0,仕事行くのも
146.0,147.0,悪くないんじゃないのかなと
147.0,148.0,思いましたので
148.0,149.0,いや
149.0,150.0,枠が切って帰っちゃいけませんよ
150.0,151.0,今日はほんとに
151.0,152.0,この30分をやりきってから
152.0,153.0,ぜひね
153.0,154.0,えー
154.0,155.0,気持ち
155.0,156.0,いい気持ちで
156.0,157.0,仕事を終えたいなと
157.0,158.0,もちろんね
158.0,159.0,私自身も
159.0,160.0,帰ってくるのが
160.0,161.0,明日遅くなりますので
161.0,162.0,あ
162.0,163.0,もうあれですよ
163.0,164.0,もう今日帰ってくれるなんて
164.0,165.0,思ってないですよ
165.0,166.0,ほんとはね
166.0,167.0,この時間仮眠に
167.0,168.0,当てなきゃいけないなと
168.0,169.0,思ってるんですけど
169.0,170.0,まぁちょっとね
170.0,171.0,やっておこうかなと
171.0,172.0,思います
172.0,173.0,よろしくお願いします
173.0,174.0,今実況見てたんだけど
174.0,175.0,サイフップなんだ
175.0,176.0,なんで一回
176.0,177.0,削除したの
177.0,178.0,あーなるほどね
178.0,179.0,ここら辺でね
179.0,180.0,確かに俺のこと
180.0,181.0,初見さんみたいなさ
181.0,182.0,人もいるわけじゃん
182.0,183.0,私ね
183.0,184.0,その1年ぐらい前
184.0,185.0,1年半
185.0,186.0,1年5ヶ月ぐらい前に
186.0,187.0,実況動画をね
187.0,188.0,全部削除したんですよ
188.0,189.0,それはなぜかというと
189.0,190.0,彼女に振られたからです
190.0,191.0,やっぱね
191.0,192.0,一番大事ですからね
192.0,193.0,なんていうのかな
193.0,194.0,その彼女に振られたから
194.0,195.0,涙を流して
195.0,196.0,実況動画を
196.0,197.0,全部消しました
197.0,198.0,というね
198.0,199.0,寄稿した時期も
199.0,200.0,私にはありました
200.0,201.0,ただ今の私はね
201.0,202.0,名平らじゃないですよ
202.0,203.0,そういう寄稿
204.0,205.0,今はもうそういうこと
205.0,206.0,一切しません
206.0,207.0,あの経験を糧に
207.0,208.0,私は強くなりましたので
209.0,210.0,ぜひね
211.0,212.0,そういったね
212.0,213.0,私の強さ
213.0,214.0,みたいな
214.0,215.0,何今
215.0,216.0,俺も今泣いてるような感じですけど
216.0,217.0,そういう強さをね
217.0,219.0,学んで帰っていただければなと
219.0,220.0,思います
220.0,221.0,枠取ってペロペロしてほしかったんで
221.0,222.0,でもね
222.0,223.0,俺思ったんだけどね
223.0,224.0,これもう嘘じゃなく
224.0,225.0,本当にね
225.0,226.0,みんなあんま彼女が
226.0,227.0,いたことない人とか
227.0,228.0,いっぱいいるだろうから
228.0,229.0,分かった
229.0,230.0,じゃああれね
230.0,231.0,これ本当に聞くわ
231.0,232.0,たぶんね
232.0,233.0,10%は男だと思うんだけど
233.0,234.0,ちょっとまた
234.0,235.0,暗計中になっちゃって悪いね
237.0,238.0,彼女いたことある?
238.0,240.0,これ本当に答えてくださいね
246.0,247.0,10
247.0,248.0,9
248.0,249.0,8
249.0,250.0,7
250.0,251.0,6
251.0,252.0,女とか帰ってください
252.0,253.0,10
253.0,254.0,9
254.0,255.0,8
255.0,256.0,男が下ネの話して
256.0,257.0,男がチンポコの話してんのによ
257.0,258.0,チンポコもついてねえやつはさ
258.0,259.0,帰ってください
259.0,260.0,5
260.0,261.0,4
261.0,262.0,3
262.0,263.0,2
263.0,264.0,1
264.0,265.0,0
265.0,266.0,0
266.0,267.0,0
267.0,268.0,0
268.0,269.0,0
269.0,270.0,0
270.0,271.0,0
271.0,272.0,0
272.0,273.0,0
273.0,274.0,0
274.0,275.0,0
275.0,276.0,0
276.0,277.0,0
277.0,278.0,0
278.0,279.0,0
279.0,280.0,0
280.0,281.0,0
281.0,282.0,0
282.0,283.0,0
283.0,284.0,0
284.0,285.0,0
285.0,286.0,0
286.0,287.0,0
287.0,288.0,0
288.0,289.0,0
289.0,290.0,0
290.0,291.0,0
291.0,292.0,0
292.0,293.0,0
293.0,294.0,0
294.0,295.0,0
295.0,296.0,0
296.0,297.0,0
297.0,298.0,0
298.0,299.0,0
299.0,300.0,0
300.0,301.0,0
301.0,302.0,0
302.0,303.0,0
303.0,304.0,0
304.0,305.0,0
305.0,306.0,0
306.0,307.0,0
307.0,308.0,0
308.0,309.0,0
309.0,310.0,0
310.0,311.0,0
311.0,312.0,0
312.0,313.0,0
313.0,314.0,0
314.0,315.0,0
315.0,316.0,0
316.0,317.0,0
317.0,318.0,0
318.0,319.0,0
319.0,321.0,なんか気取ってんじゃんお前らもなんか
321.0,322.0,俺って
322.0,323.0,なんつーのうんこじゃんそんなんで
323.0,324.0,泣くとかめめしいなとか
324.0,326.0,俺たぶんおめーらの100倍男らしいけど
326.0,327.0,ほんとにその俺が
327.0,329.0,ええええんって言って泣いたからねほんとに
329.0,330.0,ほんとはびっくりした
330.0,331.0,俺こんな
331.0,332.0,小学校の時にさ
332.0,333.0,親父に怒られてた時も
333.0,335.0,そんな感じで泣いたことなかったんだけど
335.0,336.0,初めてだよほんと
336.0,337.0,ええええんってほんとに
337.0,338.0,そういう声で泣いたのは
338.0,339.0,ほんとに初めてだったんで
339.0,340.0,皆さんもこれからね
340.0,342.0,その大好きな彼女ができて
342.0,343.0,振られる機会が
343.0,345.0,あると思うんですよほんとに
345.0,346.0,そういう時はねほんと
346.0,347.0,びっくりしないでほしいほんと
347.0,348.0,自分に
348.0,349.0,自分の愚かさにね
349.0,350.0,びっくりしないでほしい
350.0,351.0,すいません立見Aのうんこちゃんと
351.0,353.0,立見Bのうんこちゃん会いに行きます
353.0,354.0,いや死にたくは
354.0,355.0,死にたくなるとかさ
355.0,356.0,そういう感じじゃないんだけどさ
356.0,357.0,ほんとにね
357.0,358.0,悲しかったんですよ
358.0,359.0,あの時はほんとに
