start,end,text
0.0,4.96,この後、私は彼のサイトを調べました。
4.96,10.36,私は彼のサイトを調べた後、私はビデオを再び見た。
10.36,17.240000000000002,彼のサイトの色は黄色で、私は彼のサイトを調べた。
17.240000000000002,23.36,彼のサイトは奇妙に黄色で、私は私のサイトを調べた。
23.36,26.48,信じられない
26.48,33.36,いやーガブリアスのこと考えすぎたマジで あんなん絶対勝てねーよ
33.68,40.04,あのフーディマジで終わっとる あのフーディ終わってない?
40.84,43.96,絶対勝てねーって
44.32,47.6,トレーナー全部倒してったんだよ
49.84,54.88,いやだってさ元気の塊何個あっても勝てねーよあれ
57.480000000000004,63.400000000000006,強すぎマジで ホイットいらねーよ
64.64,67.84,マジかよ
70.48,74.48,しかもあいつ越してまだガブリアスいんだろう
77.60000000000001,85.12,いや勝てねーよエイフィーとフーディー 強すぎないあいつら
87.48,91.2,しかもさ結果的にはさ
91.68,98.44,放電じゃなくて10万10万だったな まあ結果なんだそれは避けるか避けるかどうかなんて
98.44,102.56,そんなの神のみぞ知る
104.44,108.08000000000001,いや足が速すぎる
108.16,112.4,足が速すぎる本当に
113.12,123.24000000000001,あいつ終わっとるマジで レベルいくつだったら57くらい?57とかって無理だし
123.24000000000001,127.32000000000001,トゲチックがいらねーよトゲチックのせいじゃねー
132.32,139.44,しかもパーティーは別にそれなりに育ってた強かった Sパーキツイって言ってたのに無視した代償だ
139.44,145.12,Sパーキツイってずっと言いながら Sパーキツかったっしょだから
145.12,151.07999999999998,Sパーキツイって言いながら言ってたじゃん でSパーキツかったっていう
154.2,159.0,Sパーキツイ 何とかならなかった
169.48,172.92,Sパーマジでキチ
184.8,189.64,しかもトリトドンさー 強かったけどさー
189.64,194.36,なんかあいつのために回復アイテムすげー使っちゃったんだなぁ
199.44,201.8,この通りか
213.6,216.76,満喫してなかった
218.86,224.32,Sパーキチイと思っていたしガブリアスキチイと思っていて
224.32,231.32,3日目ぐらいから、エスパーキチ、ガブリアスキティってずっと思ってたのね。ミロカラスキティって。
231.32,236.32,で、ずーっと思ってて、そのまま本当にキツかった。
237.32,242.32,マジでキチ。だって特効高すぎじゃね?
250.32,253.32,エスパーマジでキチって。
255.32,258.32,コンポン的な見直しが必要だな。
260.32,263.32,いや、自己再生は正直そんなに苦しくない。
