start,end,text
1.0,3.0,日本のゲームないの?
4.0,5.0,日本のゲーム一個もねぇじゃん
7.0,9.0,なんで日本のゲームないの一個も
17.0,18.0,スペシャル
21.0,24.0,なんか1108円で買える神のようなゲームねぇかな
25.0,26.0,そしたら家から出ないで済む
26.0,27.0,おっけー
30.0,39.0,さっ今スチームに出展してんじゃないの
42.0,44.0,アンダーテイルって面白いの?
45.0,47.0,アンダーテイル
48.0,52.0,なんかこれ杉にゃんのやつ見てなんかあんま面白そうじゃないなって思ってやめちゃったんだよな
53.0,54.0,パート1の
61.0,62.0,アンダーテイル
66.0,67.0,あれ?
69.0,70.0,あ出てこねぇ
74.0,76.0,アンダーテイル信者みんなバンしていいくらいゴミ
77.0,79.0,へぇー余計興味出てきたわじゃあ
80.0,81.0,俺がバンしていくか
84.0,85.0,安っ!
87.0,88.0,980円
91.0,94.0,謎と魔法とモンスターたちの世界
95.0,96.0,あ音楽はいいな
99.0,100.0,BGMはいいな
103.0,104.0,アンダーテイル
110.0,111.0,RPGなのこれ?
120.0,121.0,ちょっとおかしな仲間たち
123.0,124.0,手強いボスキャラも登場
128.0,129.0,なんかあれみたいだね
130.0,131.0,青鬼みたいな
137.0,138.0,キチガイ系の
140.0,141.0,インディーズゲームなんだ
141.0,142.0,へぇー
143.0,146.0,仲間とか友達共有されてサブキャラになるの?
147.0,150.0,仲間とか友達共有されてサブキャラするよ
151.0,153.0,お前が屈折するんじゃないのかそれ
154.0,156.0,仲間と友達共有されたらダメなのか
161.0,162.0,いい感じに屈折してるな
163.0,164.0,へぇー
166.0,167.0,すげぇほんとだ
168.0,169.0,圧倒的に好評
170.0,171.0,何が理由なんだろう
172.0,174.0,このゲームそんなにさ好評になる理由は分かんないんだけど
175.0,177.0,何がそんなに好評なのこれ
179.0,181.0,とても心温まるゲームでした
181.0,185.0,昔遊んだことのあるプレイステーションのムーンに似てるかなと思いながらストーリー進めてましたが
185.0,188.0,また違った方向性であり短いながらも良いゲームでしかも音楽もとても良いです
188.0,189.0,へぇー
189.0,192.0,既存のRPGには当たり前のように埋め込まれた不条理があった
192.0,195.0,敵は無限に倒せるしいくら倒しても問題にならない
195.0,200.0,レベルが上がると敵の戦闘はコマンド選択作業化しそこでゲームとしての面白さがなくなってしまう
200.0,205.0,開発者の定めた選択を寄与されプレイヤーはプレイしているというよりゲームを見せられている
205.0,209.0,本作はこうした不条理に挑戦し見事一つの作品にまとめられている
