start,end,text
0.0,2.0,おしおし
2.0,4.0,もしもーし
6.0,8.0,こんばんは
8.0,10.0,えっとですね
10.0,12.0,うんありがとう
12.0,14.0,えっと、NCPのページに
14.0,16.0,うん
16.0,18.0,ランタイムをインストールするリンクがあるんで
18.0,20.0,うん
20.0,22.0,で、そこからちょっと
22.0,24.0,落としてもらいたいんですけど
24.0,26.0,今NCVのダウンロードするページいるんだけど
26.0,28.0,どこにすればいいの
28.0,30.0,えっと一番上のところに
30.0,32.0,うん
32.0,34.0,本ツールの使用には書きバージョンの
34.0,36.0,ウンタラカントラってあるじゃないですか
36.0,38.0,あ、あるねあるねあるね
38.0,40.0,そこのこちらってやつの一番右
40.0,42.0,あ、これか
42.0,44.0,X
44.0,46.0,プラスプラス2015はこちらってところの
46.0,48.0,下があるんで
48.0,50.0,そこにダウンロードあるじゃないですか
50.0,52.0,うん、ちょっと待ってね今
52.0,54.0,そこからダウンロードしてもらって
54.0,56.0,これ何なの一体
56.0,58.0,うん
58.0,60.0,RPG作るってやったことあります?
60.0,62.0,ない
62.0,64.0,ないですか
64.0,66.0,じゃあ他まで説明するんですけど
66.0,68.0,あ、それ
68.0,70.0,CVを起動するために必要なものなんだ
70.0,72.0,今そこのダウンロードするところにさ
72.0,74.0,あ、これ一番上の赤いところのダウンロードでいいのかな
74.0,76.0,はい、大丈夫です
78.0,80.0,全てダウンロードするファイルは全て?
80.0,82.0,はい
82.0,84.0,これでできなかったら
84.0,86.0,俺もう致命的?
86.0,88.0,できると思います
88.0,90.0,できなかったらパソコン再起動してもらって
90.0,92.0,あとさ
92.0,94.0,ダウンロードの速度がめっちゃ遅いんだけど
94.0,96.0,これ何なの
96.0,98.0,あ、配信終わっちゃった
98.0,100.0,それは
100.0,102.0,わかんないですけど
102.0,104.0,ウイルス関係かなとは思うんですけど
104.0,106.0,マジで?
106.0,108.0,はい
108.0,110.0,ちょっと待ってね
110.0,112.0,枠を取り直すわ
112.0,114.0,はい
114.0,116.0,あなたはパソコン詳しいの?
116.0,118.0,結構
118.0,120.0,一応情報系の学校に
120.0,122.0,やるじゃん
124.0,126.0,ちょっと待ってね
126.0,128.0,ウイルスのやつも教えてよ
128.0,130.0,ついでに
130.0,132.0,ウイルスのやつはやっぱりアンチウイルスソフトを
132.0,134.0,入れた方がいいんじゃないかと思いますけど
134.0,136.0,アンチウイルスソフト入れるにしてもさ
136.0,138.0,パソコン
