start,end,text
0.0,8.0,3人で金出しやって遊園地貸し切れやだなのかい。それはやだよ。
8.0,10.0,嫌ですよ。
10.0,14.0,古い遊園地のジェットコースターはギシギシ言ってクッソ怖いからさ。
14.0,16.0,なんかそこも名前鳴らして怖いそうだね。
16.0,21.0,え、でも単純にさ、その茨城まで3人で行くのが楽しみなんだけど俺。
21.0,26.0,なんかそういうさ、男も連れて出かけるの超好きだからさ。
26.0,29.0,単純にその、俺さ車の中で動画回してほしいわ。
29.0,35.0,俺、車の中の俺絶対面白いからさ、俺自分で個人的に撮っていいと思う。
35.0,39.0,俺がさ、配信外で僕をいじり倒してる動画見てたろ。
39.0,41.0,それを俺個人的に回すわ。
41.0,44.0,そこ撮らないと。
44.0,46.0,お化け屋敷とかあるのかな。
46.0,50.0,俺運転しないようだって怖いもん。
50.0,52.0,僕を遊ぶの罰ゲームじゃないのか。
52.0,57.0,まあちょっと楽しみ。楽しみや。
58.0,61.0,11突していいかだって日に日とかわかんなくない?
61.0,64.0,生放送しないぜ。
64.0,66.0,生放送せんよ。
66.0,71.0,動画だぜ。
71.0,74.0,うんこちゃんしか免許ない?嘘だろ。
74.0,76.0,高田圭市免許持ってるだろ。
76.0,78.0,ずっと湯船に浸かってる。
78.0,81.0,今日ね、9時半まで湯船に浸かるよ。
81.0,83.0,それまでお前ら付き合いや。
83.0,85.0,俺の風呂札に。
85.0,87.0,定期にしていこうかな。
87.0,88.0,お風呂の中とか俺超好きだから。
88.0,91.0,この中で配信するの夢だったんだよな。
91.0,95.0,コメントが見えないから残念してたけど泣く泣く。
95.0,97.0,こんなん天国なんだけど。
97.0,99.0,半身浴しながらさ。
99.0,101.0,ツイキャスやりながら。
101.0,103.0,身の安全も確保されてるって。
103.0,106.0,神かな?
106.0,109.0,みんなお風呂入んないんだ。
109.0,112.0,俺大好きだぜ。
112.0,114.0,iPhoneから放送マスターしたりむき?
114.0,117.0,iPhoneからの放送クッソ楽だよ。
117.0,118.0,ボタン一つだからね。
118.0,120.0,チョーンと押すだけでさ。
120.0,122.0,いきなりライブ中になるから。
122.0,127.0,心の準備できる前に始まっちゃったもん。
127.0,128.0,心の準備が。
128.0,131.0,これさ、ツイキャスさ、携帯からの場合さ、
131.0,133.0,ホームボタン押したら切れちゃうからな。
133.0,134.0,めんどくせえな。
134.0,137.0,ネットしながら配信してえわ。
137.0,139.0,片手間に。
139.0,140.0,途中でバグったらニコ生いけねえや。
140.0,142.0,ニコ生じゃ多分できねえや。
143.0,145.0,ニコ生でiPhoneできんの?
145.0,148.0,試してみようかな、これで。
148.0,151.0,この流れでニコ生で風呂札しようかな。
151.0,155.0,石川とりゅうびの飯札に変わるコンテンツとして。
155.0,159.0,ラジオ放送のやり方わかんねえんだよ。
159.0,163.0,サウンドオンリーの画面の出し方がわかんないんだよね。
163.0,164.0,iPhone2個持ち込んでる。
164.0,166.0,今ね、もう1個充電してる。
166.0,168.0,充電中です。
168.0,171.0,もうちょっと待っとけ。
171.0,172.0,たぶん道作ろうかな。
172.0,173.0,ニコ生をボタンひとつでいける?
173.0,175.0,ほんとに?
175.0,177.0,11時はどんな女が好きなの?
177.0,179.0,うーん。
